Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong
TOP,GD,SEUNGRI,DONGHAE,EUNHYUK,TIFFANY,TAEYEON,BOM,CL,D.O,KAI,CHANYEOL,HIMCHAN,LEO,L BIASED';0;0;0;0;0;0;0;0;0;0;0;0
USER Ihh itu marahin cordi nunanya oppaa masa mau ambil2 guguk ku : ( kaya bencong aja dia ngambil2 punyaku-! \xf0\x9f\x98\xa2 .nda';0;1;0;0;0;0;0;0;0;0;0;0
Kaum fasis agama itu sdh mulai memainkan lagu kesukaannya : Ganyang PKI!;1;0;0;1;0;1;0;0;0;0;0;1
USER Dungu idiot permanen';1;1;1;0;0;0;1;0;0;1;0;0
USER kaya banci kali ya';1;1;1;0;0;0;0;1;0;1;0;0
SBY Yg ada korupsi berjemaah;1;0;1;0;0;0;0;0;1;1;0;0
USER jari tu dah kenapa? cacat eh?';0;0;0;0;0;0;0;0;0;0;0;0
Orang lain kalo bersin selalu normal. Gua bersin selalu bilang asu :( untung belum pernah ada yang salah paham';0;0;0;0;0;0;0;0;0;0;0;0
"?AYO KITA VIRALKAN?; ; Sangat memalukan USER membuat pernyataan FITNAH!! ; terhadap USER !!; ; Warga Kampung Akuarium membantah pernyataan Gubernur DKI JKT Anies Baswedan yg menyebut 24 warga meninggal dunia krn tinggal di bekas penggusur";1;0;1;0;0;0;0;0;1;1;0;0
USER USER USER USER USER USER USER USER USER USER USER Sudahlah.. Loe Emang Bego.. krn Junjungan loe ngak sanggup lawan PT. FI.. krn sdh terlanjur jadi Babu;1;1;1;0;0;0;0;0;1;1;0;0
"2,Dan mereka (Yahudi dan Nasrani) berkata: ""Sekali-kali tidak akan masuk surga kecuali orang-orang (yang'";0;0;0;0;0;0;0;0;0;0;0;0
benderang bahwa pemerintah Jokowi diktator;1;0;1;0;0;0;0;0;1;1;0;0
"Barusan pas di Alfamart ada mobil mau keluar terus diparkirin kaya gini: ""yak banting kiri, kiri, terus kiri, kiri"". Hmmm tanpa disadari komunis telah menjalar ke dunia perparkiran sejak dahulu kala!!1!1 gimana atuh USER? :(('";0;0;0;0;0;0;0;0;0;0;0;0
"I like to read this kind of emotion discharged. You dont have to insult, dont have to use bad words, no need to be harsh. ; ; Kita melayu, beradab. Ikutlah budaya kita.; ; **kecuali penulis blog cinta sendu tak kesampaian mak nangis keluar anak mata.";0;0;0;0;0;0;0;0;0;0;0;0
Bang USER mantap kali lagu ini... sor kali aku ....;0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0
USER Pas bgt Poto sama soulmatenya nasi kotak!\xf0\x9f\x98\x82. Tapi klo di sebut pasukan nasi kotak ga terima! Ya salaaaam....';1;0;0;1;0;0;0;0;1;0;1;0
USER USER Seblum tanya agama om USER , saya boleh tanya, dah berapa lama Anda idiot? Dah berapa lama nyebur ke kolam? Kok butek banget sih?;1;1;1;0;0;0;1;0;0;1;0;0
USER Berarti telah terjadi penistaan agama ketika kitab suci dinyatakan sebagai fiksi?;0;0;0;0;0;0;0;0;0;0;0;0
USER USER Jablay emang lo ya';1;1;1;0;0;0;0;1;0;1;0;0
USER Cocot luh.';1;1;1;0;0;0;0;0;1;1;0;0
"Mana cebong2 yg koar2 ""Aku Indonesia"" URL";1;1;0;1;0;0;0;0;1;0;1;0
USER USER Nyebut cebong *auto reply* Dasar pinggiran koreng';1;1;1;0;0;0;0;0;1;1;0;0
Aung San Suu Kyi adalah Teroris Budha USER URL;1;0;1;0;1;0;0;0;0;1;0;0
Segera kita Kudeta Dan Revolusi lengserkan Rezim Jokowi sebelum Panglima dan Kapolri di ganti.. Jika TNI/Polri di pimpin nasakom bahaya..!!;1;0;1;0;0;0;0;0;1;0;0;1
USER Ah anjir favorit gue bgt';0;1;0;0;0;0;0;0;0;0;0;0
USER Percaya Muhammad nabi silahkan, asal tak rugikan yg lain, karena ada bom, Negara Wajib ungkap siapa Muhammad;1;0;0;1;1;0;0;0;0;0;1;0
Tanda2 kiamat x yak, masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor;1;0;0;1;1;0;0;0;0;0;1;0
USER Luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia';1;1;1;0;0;0;1;0;0;1;0;0
RT USER: Janji Jokowi Janji ala Kompeni - Konser Iwan Fals Untukmu Indonesia URL lewat USER;1;0;1;0;0;0;0;0;1;1;0;0
Bangke. Gua udh bangun pagi malah masuk siang';0;1;0;0;0;0;0;0;0;0;0;0
Aman Abdurrahman, seorang terpidana mati kasus terorisme saja mengatakan bahwa aksi terorisme (bom bunuh diri) itu bukan bagian dari jihad, apalagi mengajak istri dan anak-anak. Jadi masih mau jadi teroris? #TeorisTidakBerakal';0;0;0;0;0;0;0;0;0;0;0;0
Usir Dubes Myanmar dr Negri ini. Ksh peringatan ummat Budha di neg kita agar mrk menghimbau utk menghentikan penyiksaan kpd umat Islam dsna.;1;0;0;1;1;1;0;0;0;0;0;1
USER Emang gw sipit apah, perasaan belo';0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER Itu tanda nya 4 BUMN energi kita tersandera akibat dr modal divestasi dr bank asing.. mikir lah.. do you think US easily give us their share? Seriously ??';0;0;0;0;0;0;0;0;0;0;0;0
USER Hanya kecurangan yg bisa mengalahkan prabowo!!;1;0;1;0;0;0;0;0;1;1;0;0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ulama dr Importir Timur Tengah\nYg haus dengan kata Kopar Kafir Musyrik Bi'ah;1;1;1;0;1;0;0;0;0;1;0;0
USER Ini yg gue salute dr rejim skrg, konsisten! Kenceng di media Massa, kicep di dunia nyata. Ntab!';0;0;0;0;0;0;0;0;0;0;0;0
Sesama umat saling bermusuhan , antar umat diprovokasi, antar agama dibenturkan, smua hanya krn beda pilihan dan beda sikap politik. Waras ?;0;0;0;0;0;0;0;0;0;0;0;0
USER USER Menteri sih cuma berapa orang.. Mereka juga lebih kerja ketimbang yang di Senayan. Mending yg banyak Noh DPR yg kerjaannya cuma rapat sambil molor di ruang AC.';1;0;0;1;0;0;0;0;1;0;1;0
Memang anak-anak Regina Ant (RA) ini cerdas-cerdas..\nSanking cerdasnya banyak yang menelan sistem mentah-mentah.. \nSehingga banyak yang salah menjalankan, karena salah penafsiran... \xf0\x9f\x98\x85\n# Regina Ant\n# oh.. anak, cucu, cicit, cocot saya rupanya mereka.. \xf0\x9f\x98\x82 ups.. \xf0\x9f\x99\x8a\xf0\x9f\x99\x8a';0;1;0;0;0;0;0;0;0;0;0;0
kenapa sih setiap jam2 tengah malem selalu laperrrr, gatau apa ini badan udh segede apann\nklo masih ada alm nyokap abis kali gua di ocehinn punya badan gembrot kyak gini hmmmmmmmmmm';0;0;0;0;0;0;0;0;0;0;0;0
Pak USER angkat pak USER jadi wapres, lengserkan pak JK. Ini baru keadilan;1;0;1;0;0;0;0;0;1;1;0;0
USER USER USER USER Bos saracen URL;1;0;1;0;0;0;0;0;1;1;0;0
USER USER Ju goblok bat kesel....';1;1;1;0;0;0;0;0;1;1;0;0
Kalau udah sange gini, enak maininnya.\n\nKita sebagai cewe juga jangan jijik.\n\nJANGAN JIJIK.\n\nKan mau cipokan enak tanpa grepe.';0;0;0;0;0;0;0;0;0;0;0;0
"USER ""Barangku yang besar semakin mengeras, menghujam keras kedalam belahan bongkahan yang berhutan lebat"", ""dan... seketika itu pula erangan keras memecah dari bibirmu. Erangan yang mampu membunuh 100 yahudi..""\n\n*korban stensil \xf0\x9f\x98\x82\";0;0;0;0;0;0;0;0;0;0;0;0
"CC USER USER; WOYYYYYYYYYYYY BANGSAT ASU BADAK MONYET CONGOR LOE KOAR KOAR JOKOWI PRESIDEN NGUTANG WOY MONYET BANGSAT SEMENTARA LOE NUNGGAK GAK BAYAR LISTRIK BENER BENER BANGSAT LOE";1;1;1;0;0;0;0;0;1;1;0;0
Jadi, yang saling marah-marah itu adalah si Syamsudin sama si Ari. Aku juga sedang ada. Katanya sih si Syamsudin mabuk. Jadinya goblog kayak wasit.';0;1;0;0;0;0;0;0;0;0;0;0
USER USER USER klu KPK di bubarkan.. Kita sebagai rakyat wajib/kudu bubarkan wakil rakyat/DPR;1;0;0;1;0;0;0;0;1;0;0;1
Jd selama bininya om gue hamil, kunti ini udh sering ngeliatin. Digambarin kalo ngeliat perut buntingnya, kunti itu ngiler dan gak sabar mau ngambil anaknya kalo melahirkan.';0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER Astaghfar manhos insan aik kpk main metro to bani nahin na yahodi dog tum khud kpk jatey ho khud ayashiyan bani gala to kbhi dharna tum ny khak urani hy Allah pak tmhain gharq kry ameen sirf nafrat or intshar phelana;0;0;0;0;0;0;0;0;0;0;0;0
RT USER: Bila umur dah 22 dan keatas, kalau ada pasangan yg betul2 sesuai janganlah jadi bodoh nak curang sebab bosan and so on. Umur2\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0
Pak Jokowi di sambut hangat masyarakat Papua dgn pakaian kebesaran adat Papua, inilah keanekaragaman suku agama bangsa Indonesia, apakah dengan alasan Sara terus kita ribut2 Perbedaan adalah Rahmat dari Tuhan.,USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0
Kalo tolol tuh coba jangan di tunjukin ke orang, malu.';1;1;1;0;0;0;0;0;1;1;0;0
USER tampang sederhana padahal boneka kunyuk';0;1;0;0;0;0;0;0;0;0;0;0
USER BODO EH HAHAHHAHAHHHHAHAHAHA BADU ARHHH NGAYAH PANGAN DIRI KETU KU NEMU D CRINGE SIAL';0;1;0;0;0;0;0;0;0;0;0;0
"Saling Sinergi. . .; PRUKADES Dan BUMDES Pacu Pertumbuhan Ekonomi Desa; USER ; USER; USER; USER; USER; USER; USER; USER; USER; USER; USER; USER;";0;0;0;0;0;0;0;0;0;0;0;0
Istana Menjawab Tudingan Presiden Membuat Rakyat Miskin;0;0;0;0;0;0;0;0;0;0;0;0
USER USER nah boleh noh gaji ma tunjangan DPR sama MPR di potong 70% ja toh masih dapet gaji lewat UMR koq...';0;0;0;0;0;0;0;0;0;0;0;0
RT USER: Salah satu cara USER menghancurkan strategi musuhnya adalah dgn isu sara;1;0;1;0;0;0;0;0;1;1;0;0
Selama lo nggak ngerugiin diri sendiri dan juga siapa pun, tetaplah berbahagia dan bodo amat dengan omongan orang lain.';0;0;0;0;0;0;0;0;0;0;0;0
Tindakan kesewenang wenangan ini cerminan dari pusat kekuasaan rezim yang anti Islam. Terbukti rezim PDIP Nasdem memang Anti Islam.;1;0;0;1;1;0;0;0;0;0;1;0
Jokowi ikut perintah? Baru tau kalo panglima TNI jabatannya pebih tinggi dari presiden makanya bisa perintah presiden. Bodoh mmg tak bertepi;1;1;1;0;0;0;0;0;1;1;0;0
USER OHH SI KUNYUK ITU';0;1;0;0;0;0;0;0;0;0;0;0
USER HRS presiden dan ahok wakilnya , mungkin mereka bisa jadi sahabat baik ð???;0;0;0;0;0;0;0;0;0;0;0;0
USER USER Jaman SBY yg demo PDIP;1;0;0;1;0;0;0;0;1;0;1;0
Senpai senpai yang ada celeng mana ya mau cari duit';0;0;0;0;0;0;0;0;0;0;0;0
"USER ""Pala lu jumplitan. Itu ngeliatin gua, kunyuk.""'";0;1;0;0;0;0;0;0;0;0;0;0
USER Untung gue Yahudi.';0;0;0;0;0;0;0;0;0;0;0;0
USER Makan tu titit';0;1;0;0;0;0;0;0;0;0;0;0
#persijatakutkalahdijakarta\nDasar pLersija, dengkul laler. Banyak alesan lo jakAnjing! Olo olo sia banyak bacot!!!';1;1;0;1;0;0;0;0;1;0;1;0
Dalam perpolitikan di suatu negara butuh partai komunis biar ujung2nya kebijakan pemerintah minimal sosialis ye kan.\nLogikanya sebagian besar aset negara sudah di tangan privat.';0;0;0;0;0;0;0;0;0;0;0;0
Tanda tangani petisi ini: Basuki Tjahja Purnama - Tahanan Nurani Kasus Penodaan Agama;0;0;0;0;0;0;0;0;0;0;0;0
"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""";0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER kamu yg bloon:(';1;1;1;0;0;0;0;0;1;1;0;0
RT USER: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan;1;0;1;0;0;0;0;0;1;1;0;0
USER Wooy diem bae, ngewe lah ngewe';0;1;0;0;0;0;0;0;0;0;0;0
"Semua Sabar Dan Tenang'....; Kita Tunggu Komando' Habibana Habib Rizieq...; Kita Umat Islam Solid Dan Bersatu, Jangan Terkecoh' Diadu Domba Cebong'2...; Kita Akan Memenangkan Keadilan Dan Kemakmuran Pada #2019PresidenBaru Mendatang, Seperti Pilkada Jakarta";1;1;0;1;0;0;0;0;1;0;1;0
Pria Belanda Ini Jadi Mualaf Usai Ikuti Perjalanan Islam Nusantara Oleh NU di Eropa;0;0;0;0;0;0;0;0;0;0;0;0
deklarasi pilkada 2018 aman dan anti hoax pelajar darul huda jabon;0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER USER Anda yakin budha idn agama impor? dari mana? Candi tdk identik dgn negara budha mana pun. Dann berada di tengah pulau. Sdgkan yg lain mempunyai kampung tua ditepi laut...\nKearifan lokal yg;0;0;0;0;0;0;0;0;0;0;0;0
Kerja Sama RI-Google Memperkuat Arsip Digital Budaya Nusantara;0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER USER EKSIS SONO DI KOLAM J LUH BONG BANGSAD';1;1;0;1;0;0;0;0;1;0;1;0
USER Kenapaaaa tuyul kepalanya botak? \nKarenaaaaaaa ya suka suka dia la,pala pala nya dia #TebakanRecehSegerr9\xc2\xa0#Trans7SahurSegerr9';0;0;0;0;0;0;0;0;0;0;0;0
USER MASALAHNYA CEBONG LEBIH MENGEKSPOSE MENONJOLKAN HANYA INFRASTRUKTUR TANPA PEDULI BAYAR UTANGNYA';1;1;1;0;0;0;0;0;1;1;0;0
Nur Supriyanto Ingin Destinasi Wisata Islam Jadi Ikon Kota Bekasi;0;0;0;0;0;0;0;0;0;0;0;0
"Salam alaik. 6 ciri umum yang wajib ada untuk setiap (organisasi/jemaah/partipolitik) (islam) yang telah digariskan oleh ulama. ; ; 1. Rabbaniah; 2. Alamiyah; 3. Syumuliah; 4. Inqilabiah; 5. Waqiâ??iah; 6. Istimroriah";0;0;0;0;0;0;0;0;0;0;0;0
hyunjin sinting emang ganteng bener';0;1;0;0;0;0;0;0;0;0;0;0
USER USER USER Tolong bawa ke rsj secepatnya;1;0;1;0;0;0;0;0;1;1;0;0
USER USER USER pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong..;1;1;0;1;0;0;0;0;1;0;1;0
RT USER seperti wkt sby naikin bbm.pada demo tuh makhluk..tp skrg mana pendemo ya pake jargon wong licik itu gak ada yg danain ya gada.;1;0;0;1;0;0;0;0;1;0;1;0
BArU mEnanG LarI aJa diBeriTain sAnA-SiNi.\nLaLu BaGaimNa dEngN haFiz quran?\nGaK hEbOh tUch...\nDaSaR meDia cEboNg...';1;1;0;1;0;0;0;0;1;0;1;0
USER USER Era-nya udah beda Boss. Dan ingatkah Anda, Ormas garda terdepan penumpas PKI???....... NU bos.. \xf0\x9f\x91\x8d\xf0\x9f\x99\x8f';0;0;0;0;0;0;0;0;0;0;0;0
USER nganu juga sih. Juve jangan cuma jual pemain kalo udah mahal, sesekali belilah yang mahal biar memicu tubir tiada habisnya. CR7 ini dihujat, tapi begitu pindah ke Juve disiapin narasi apologi. mirip politik Indonesia gak sih, ketika ada kamp;0;0;0;0;0;0;0;0;0;0;0;0
Ni ada lagi gerakan USER kntl pembela chibi anzing';1;1;0;1;0;0;0;1;0;0;1;0
Kali JKT kumuh lagi. Anies-Sandi ngapain saja?;1;0;1;0;0;0;0;0;1;1;0;0
USER Kan elo juga maho ew';1;1;1;0;0;0;0;1;0;1;0;0
Indonesia saat ini sedang darurat teroris, berbagai rentetan kejadian terorisme terjadi di Kota Surabaya dan Sidoarjo. Di Surabaya, bom meledak di 3 gereja dan mapolrestabes. Menurut artikel yg saya baca, pelaku dari aksi teror ini adalah 1 keluarga.\n.;0;0;0;0;0;0;0;0;0;0;0;0
USER Ini 2 anggota DPRD sableng apa geblek. Sudah banyak contoh guyonan ini bisa dipidanakan masih gak pinter blasss....';1;1;0;1;0;0;0;0;1;0;1;0
USER Sipit? \nAnjir dibilang sombong mulu gue';0;1;0;0;0;0;0;0;0;0;0;0
USER Ncib nya lagi jelek, pelcija bagus sih tapi goblog.';1;1;0;1;0;0;0;0;1;0;1;0
Fix ini harus ngikutin pd48 setelah um dan antek anteknya selesai';0;0;0;0;0;0;0;0;0;0;0;0
"Lagian budaya indonesia kan emg biasanya umur segini dipanggil kyk gitu jd gua wajar aja sih tp gatau lah tiap orang kan beda"" wkwk";0;0;0;0;0;0;0;0;0;0;0;0
Allah SWT bukan Tuhan karena dungu & biadab, pasti bukan Yang SATU karena hanya untuk Muslim, tak berlaku bagi kafir;1;1;0;1;1;0;0;0;0;0;1;0
USER USER BODOH\nMengikuti bukan berarti soal tampilan bro\nTapi sifat Kasih Kristus.\nBukan harus pakai daster rambut gondrong jenggot bandot.';1;1;1;0;1;0;1;0;0;1;0;0
USER USER USER USER Gw sih gak puasa, pengen tambahin nanti kena pidana UU MD3. Yg cepat banget bahasnya, ngalahin RUU Terorisme';0;0;0;0;0;0;0;0;0;0;0;0
"Muslim Rohingya: Teroris Budha membunuh anakku. Aku jg kehilangan istri &amp; ibu''";1;0;0;1;1;0;0;0;0;0;1;0
USER Yuk nete';0;1;0;0;0;0;0;0;0;0;0;0
USER USER USER jangan sampe :\xe2\x80\x9d( cukup sekali ngeliat kunti melayang :\xe2\x80\x9d(';0;0;0;0;0;0;0;0;0;0;0;0
Inilah Mentri BUMN yg saenaknya dewe, miskin prestasi dan banyak conflict-of-interest. Gini kok dipertahankan Pres Jokowi, ada apa ???;1;0;1;0;0;0;0;0;1;1;0;0
USER Pokonya ganti p\nOk\nTidak akan ikut2an cebong';1;1;0;1;0;0;0;0;1;0;1;0
USER Dah tahunan, bukan barang baru, coba lu tanya jokowi ngapain aja, dah mau 4tahun jadi presiden, ngatasin banjir aja nggak bisa, katanya gampang kalo dah jadi presiden \xf0\x9f\x98\x80\xf0\x9f\x98\x8a\xf0\x9f\x98\x80\xf0\x9f\x98\x8a kek bunyi cocot';1;1;1;0;0;0;0;0;1;1;0;0
Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan;0;0;0;0;0;0;0;0;0;0;0;0
Menanggapi isu TKA yang anget akhir2 ini, semestinya pula Kementerian di bidang Ketenagakerjaan melakukan inspeksi mendadak ke kapal-kapal, mengingat sudah ada beberapa pengaduan ke PPI mengenai banyaknya pelaut... URL;0;0;0;0;0;0;0;0;0;0;0;0
USER Pak USER Muslim teriak disakiti hatinya karena diungkap Allah SWT dungu & biadab semakin baik;1;1;0;1;1;0;0;0;0;0;1;0
Bu USER loyal thdp Jokowi, baiknya jd Wapres saja. Beliau sukanya ikan jd ga suka uang, kalau yg lain mata duitan...ð???;0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER Tdk slh mmg utk bani kamfret, ttp utk yg msh bs brpkir waras, itu jls sgt keliru, kl dia genius, ga mgkn akn menyebut kitab suci fiksi';1;1;0;1;0;0;0;0;1;0;1;0
â??Ya Allah, limpahkanlah ketaqwaan kepada jiwaku dan sucikanlah. Engkau adalah sebaik-baik Dzat Yang Mensucikan jiwaku.â?? (HR. Muslim).;0;0;0;0;0;0;0;0;0;0;0;0
NGERI, JOKOWI SEPERTI HITLER DAN MUSSOLINI Seseorang disebut diktator dan otoriter bukan karena ucapannya,...;1;0;1;0;0;0;0;0;1;1;0;0
Mas USER USER saya sangat berharap Jakarta bisa memperbanyak sekolah2 hafiz qur'an seperti di Turki;0;0;0;0;0;0;0;0;0;0;0;0
USER iyo pak aku cupu :( aku noob gak ky awakmu sng wes master';0;0;0;0;0;0;0;0;0;0;0;0
"USER USER Kenapa Bani Serbet &amp; kaum kampret 212 gak demo krn sudah menipu umat???? Jawabannya krn dana jamaah abu tour mengalir ke ustad2 yg ada di 212,termasuk beli nasi bungkus mereka'";1;1;0;1;0;0;0;0;1;0;1;0
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA farhatabbaslaw';1;1;1;0;1;0;0;0;0;1;0;0
Asw ini 11:45 lho dan skrg ngantuk.';0;1;0;0;0;0;0;0;0;0;0;0
USER bukan jamban.';0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER cebong produsen hoax...tukang bohong dan ingkar janji';1;1;0;1;0;0;0;0;1;0;1;0
USER Asw emang sesat lo.';1;1;1;0;0;0;0;0;1;1;0;0
"Islam dan politik bagi umat Islam adalah tak bisa dipisahkan. Islam harus jadi landasan dalam beraktifitas politik. ; ; Politik tanpa landasan agama, yang terjadi adalah politik tanpa ruh, tanpa nilai. Hanya mengedepankan ambisi dan syahwat politik semata.";0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER Wah tambah goblog aja lo bong malah nyuruh gw yang lapor. Masalahnya itu ada dipikiranmu yg dungu. Makanya klo dibilangin orang yg benar diterima, jangan nyinyir. Mentang2 ngebelain suatu, omongan orang benar;1;1;1;0;0;0;0;0;1;1;0;0
USER yg beli orang asing atau tidak, atau konglomerat dlm negri atau warga patungan membeli. kebijakan terlihat ugal ugalan, akhirnya warga lagi jadi korban kepentingan rejim';1;0;0;1;0;0;0;0;1;0;1;0
USER Mungkin bang USER bisa bantu Prabowo jual kuda URL;1;0;1;0;0;0;0;0;1;1;0;0
"USER Inilah ulama yang bijaksana; Maaf iya,penegakkan hukum ya wajib jalan USER ; USER ; USER ; ; #2019GantiPresiden";0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER Gak juga, banyak lapangan kerja kok di luar jawa, kalau kerja mau milih yg enak aja ya ikut aja demo berjilid2 ke monas, modal congor doang, makan siang dapat, uang saku dapat juga 50rb..';0;1;0;0;0;0;0;0;0;0;0;0
"Paket kompliy misuh pagi ini yang qu dengar &gt;5x ""goblok cuk anjing"". Blessed my ear.'";0;1;0;0;0;0;0;0;0;0;0;0
Yang menjadi persoalan, rejim jokowi ini melanggengkan salah urus kebijakan agraria Orde Baru sebelumnya ).|#keadilandistribusitanah';0;0;0;0;0;0;0;0;0;0;0;0
Kampung di Danau Sunter sekarang menjadi indah, karena pemukiman warga tersebut dicat warna-warni, diresmikan oleh Gubernur USER 24 Maret 2018 lalu. Inisiatif ini untuk mendukung Danau Sunter dan sekitarnya menjadi tempat rekreasi.;0;0;0;0;0;0;0;0;0;0;0;0
USER Ulama cebong kan abu janda.\nOoo sekrang udah ada gerombolan baru yaa.\nPaling2 1 alumni ama janda.qkwjw';1;1;0;1;1;0;0;0;0;0;1;0
"Jalan Mulussss.. Karna Si Badan Kurus; Pikiran Lurus Negri ini Sangat Terurus; â??ð???; ; Gaes guna mendorong perkembangan ekonomi Jawa wilayah selatan,; USER membangun dan mengembangkan jalur (Pansela); Mlg,Kdri,Tulgung,Trenggalek menuju Pacitan ð???; ; #T3ta";0;0;0;0;0;0;0;0;0;0;0;0
DALAM rapat terbatas tentang perkembangan persiapan Asian Games XVIII di Istana Kepresidenan Bogor, Rabu 18 April 2018, Presiden Joko Widodo mengingatkan pentingnya...;0;0;0;0;0;0;0;0;0;0;0;0
banyak memusuhi tanda jiwa yg sakit > Betul Pak Lukman, suku sendiri dimusuhi Muhammad Gila;1;1;0;1;1;0;0;0;0;0;1;0
Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival `ch';0;0;0;0;0;0;0;0;0;0;0;0
USER letak Iman di dalam otak ada di sebelah mana sih, cacing yg di mengandung Protein adalah Olahan dengan Extrac .. bukan dengan makanan yg mengandung cacing langsung dikonsumsi ... jika mau cacing dalam daging babi .. qty nya mantap tuh';0;0;0;0;0;0;0;0;0;0;0;0
"""Saya melihat, terutama di sisi promosi untuk Asian Games, ini baik di media lokal maupun media-media internasional yang belum ada pergerakannya,"" kata Presiden saat memimpin Rapat Terbatas membahas Persiapan Asian Games di Istana Bogor, Rabu (18/4)";0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER di dalam kristen tdk semuanya diatur dlm bible, itulah sebabnya manusia diciptakan dgn akal dan pikiran untuk membedakan mna yg baik dan buruk mna yg patut dan tdk patut, tdk tertulis dlm bible bukan berarti boleh dil;0;0;0;0;0;0;0;0;0;0;0;0
Dan Amerika, jika mereka mengalami defisit, mereka bisa mencetak dollar dan dijual ke seluruh dunia. Ongkos mencetak 100 dollar hanya sekitar 2 dollar saja.;0;0;0;0;0;0;0;0;0;0;0;0
Bersyahadat kepada Allah SWT yang dungu & biadab, bangsa jadi RUSAK Bung Fahri !;1;1;0;1;1;0;0;0;0;0;1;0
USER USER wan bangau keliatan cupu nya,,, keloman sono sama emak \xf0\x9f\x91\x8e\xf0\x9f\x91\x8e';1;1;1;0;0;0;0;0;1;1;0;0
USER USER Jgn jgn yg kaya gitu bukan pendukug JKW lho tapi musuh dlm selimutnya JKW masa pendukung rusak citra yg didukung;1;0;1;0;0;0;0;0;1;1;0;0
USER Alhamdullilah masih banyak orang tolol di twitter, aku jd kelihatan pintar.';1;1;0;1;0;0;0;0;1;0;1;0
USER karena anda cupu';1;1;1;0;0;0;0;0;1;1;0;0
USER Grgr pake kacamata krn gue kalo liat temen pake kacamata, mata nya keliatan besar dan kalo copot kacamata jd lebih sipit...';0;0;0;0;0;0;0;0;0;0;0;0
USER USER USER USER Maksudnya?4 tahun bukan rezim ya?';0;0;0;0;0;0;0;0;0;0;0;0
USER USER Bakal terjadi 2 poros lagi\xe2\x80\xa6Poros Barat (Demokrasi) vs Timur (komunis)';0;0;0;0;0;0;0;0;0;0;0;0
SBY Optimistis Nurul Arifin Memenangi Pilkada Kota Bandung USER #BandungGeulis #BandungHarmonis #bandungvotenuruli #calonwalikotabandung #calonwalikotabandung2018;0;0;0;0;0;0;0;0;0;0;0;0
Emang bangsat polisi sekarang ! Udah lengserkan jokowi lagi satu satu nya cara !;1;1;0;1;0;0;0;0;1;0;1;0
USER WKWKW kadang suka bingung sama rangorang yg bikin perjanjian sama iblis, kok tanggung gitu. Kenapa ga bikin perjanjian yang memperkaya diri tapi juga sekalian buat kemaslahatan umat dah. Kan sebaik2nya hidup adala yang bermanfaat untuk orang lain~';0;0;0;0;0;0;0;0;0;0;0;0
USER Gua benci ama lu base,\nBenciiiiiiiii bgt. gua benci benci benciii \n\nBangke babi beruk onta anjing anoa tai ledig ayam kadal kutil kuda!!!!!!';1;1;1;0;0;0;0;0;1;1;0;0
"USER Dengan Semangat Kartini, Driver Online individu yg ""termarjinalkan"" oleh PM 108 / 2017 berharap terlindungi aturan perda Gubernur. Khususnya DKI Jakarta. Kami berharap dari Bapak.";0;0;0;0;0;0;0;0;0;0;0;0
pantaskah pemerintah kita mjln hubungan mesra dgn negara cina Komunis itu?;1;0;0;1;0;1;0;0;0;0;1;0
