Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
531;So y'all kadrun is apparently short of kadal gurun;0;0;0;0;0;0;0;0;0;0;0;0;so iya all kadal gurun is apparently short of kadal gurun;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;So y'all kadrun is apparently short of kadal gurun;0;0;0;0;0;0;0;0;0;0;0;0;jadi iya semua kadal gurun tampaknya pendek dari kadal gurun;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
536;dih BANGSAT BANYAK BGT SOLO STAN ANJING GET THE FUCK OUTTA HERE THIS IS BTS STREAMING PARTY AND THEY ARE SEVEN,,,,;0;1;0;0;0;0;0;0;0;0;0;0; bangsat banyak banget solo stan anjing get the fuck outta here this is bts streaming party and they are seven ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;dih BANGSAT BANYAK BGT SOLO STAN ANJING GET THE FUCK OUTTA HERE THIS IS BTS STREAMING PARTY AND THEY ARE SEVEN,,,,;0;1;0;0;0;0;0;0;0;0;0;0; bangsat banyak banget solo anjing stan mendapatkan keluar dari sini ini pesta streaming bts dan mereka tujuh;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
539;how to build trust with so many liar in a country?;0;0;0;0;0;0;0;0;0;0;0;0;how to build trust dengan so many liar in a country ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;how to build trust with so many liar in a country?;0;0;0;0;0;0;0;0;0;0;0;0;bagaimana membangun kepercayaan dengan begitu banyak pembohong di suatu negara;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
543; USER great game today AND you killed the halftime show man! Congrats!  USER  USER  USER  USER Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ pic.twitter.com/IehGHySvQN;0;0;0;0;0;0;0;0;0;0;0;0; user great game today and you killed the halftime show man congratulation user user user user ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en; USER great game today AND you killed the halftime show man! Congrats!  USER  USER  USER  USER Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ pic.twitter.com/IehGHySvQN;0;0;0;0;0;0;0;0;0;0;0;0;pengguna game hebat hari ini dan anda telah membunuh pengguna acara pengguna pengguna babak pertama;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
546;Malaysian is either Indian or Chinese so there is no really Malaysian people. HAHAHAHA #SEAGames2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;malaysian is either indian orang cina so there is no really malaysian people  sea games shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Malaysian is either Indian or Chinese so there is no really Malaysian people. HAHAHAHA #SEAGames2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;malaysian adalah salah satu dari india orang cina jadi tidak ada orang malaysian  sea games  memalukan kamu malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
558;Don't force your style to others. What's cool for you could be norak and kampungan to others.;0;1;0;0;0;0;0;0;0;0;0;0;do not force your gaya to others apa keren for you could be norak and kampungan to others ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Don't force your style to others. What's cool for you could be norak and kampungan to others.;0;1;0;0;0;0;0;0;0;0;0;0;jangan memaksakan gaya anda kepada orang lain apa  keren bagi anda bisa menjadi norak dan kampungan kepada orang lain;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
569;titit is how you say dick in a cuter way;0;1;0;0;0;0;0;0;0;0;0;0;titit is how you say dick in a cuter way;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;titit is how you say dick in a cuter way;0;1;0;0;0;0;0;0;0;0;0;0;titit adalah bagaimana anda mengatakan kontol dengan cara  lebih manis;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
570;"Malaysia, I hope you will be the winners in Olympic too and The athletes hope you be happy with the gold

#shameonyouMalaysia #seagames2017";0;0;0;0;0;0;0;0;0;0;0;0;malaysia i hope you will be the winners in olympic too and the athletes hope you be happy dengan the gold shame on you malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Malaysia, I hope you will be the winners in Olympic too and The athletes hope you be happy with the gold

#shameonyouMalaysia #seagames2017";0;0;0;0;0;0;0;0;0;0;0;0;malaysia saya harap anda akan menjadi pemenang di olimpiade juga dan para atlet berharap anda bahagia dengan rasa malu emas pada anda malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
579;"Widodo Pledges Security and Unity for Indonesia After 6 Die in Riots
#Widodo #Indonesia
#Riots #IndonesiaFraudElection #Indonesiaelection
 https://7d.news/tZBQuuÃÂ  pic.twitter.com/pjbNR2qGD1";0;0;0;0;0;0;0;0;0;0;0;0;widodo pledges security and unity for indonesia after dia in riots widodo indonesia riots indonesia fraud election indonesia election ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Widodo Pledges Security and Unity for Indonesia After 6 Die in Riots
#Widodo #Indonesia
#Riots #IndonesiaFraudElection #Indonesiaelection
 https://7d.news/tZBQuuÃÂ  pic.twitter.com/pjbNR2qGD1";0;0;0;0;0;0;0;0;0;0;0;0;widodo berjanji keamanan dan persatuan untuk indonesia setelah dia dalam kerusuhan widodo indonesia kerusuhan indonesia penipuan pemilu indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
582;"The ethnic hatred in Malaysia is not new, nor unique. It is decades of instant ""free market"" & ""western democracy"" import that kick started the instability we see today.  

The Philippines, Indonesia, Thailand, now Myanmar & Africa are seeing this ""Chinese problem""  pic.twitter.com/t2B0t2A9yC";0;0;0;0;0;0;0;0;0;0;0;0;the ethnic hatred in malaysia is not new nor unique it is decades of instan free market western democracy impor that kick started the instability we see today the philippines indonesia thailand now myanmar africa are seeing this cina problem ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"The ethnic hatred in Malaysia is not new, nor unique. It is decades of instant ""free market"" & ""western democracy"" import that kick started the instability we see today.  

The Philippines, Indonesia, Thailand, now Myanmar & Africa are seeing this ""Chinese problem""  pic.twitter.com/t2B0t2A9yC";0;0;0;0;0;0;0;0;0;0;0;0;kebencian etnis di malaysia bukanlah hal  baru atau unik itu adalah dekade pasar bebas demokrasi instan barat  memulai ketidakstabilan  kita lihat sekarang filipina indonesia thailand sekarang myanmar africa melihat masalah cina ini;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
595;Terus aja bangsat. Stop policing how people should feel lol well i guess it's all good that you're not sad but i am. Please just fuck off and let me be sad on my own,,,,;0;1;0;0;0;0;0;0;0;0;0;0;terus saja bangsat stop policing how people should feel  well i guess it all good that you are not sad but i am please just fuck off and let me be sad on my own ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Terus aja bangsat. Stop policing how people should feel lol well i guess it's all good that you're not sad but i am. Please just fuck off and let me be sad on my own,,,,;0;1;0;0;0;0;0;0;0;0;0;0;terus saja bangsat berhenti mempolitir bagaimana orang seharusnya merasa  baik saya kira itu semua baik bahwa anda tidak sedih tapi saya tolong persetan dan biarkan aku sedih sendiri;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
612;"Last year, Indonesia has conducted several events including Regional Training for women, peace and security; ASEAN women interfaith dialogue; Discussing the issue of women, inclusivity and the state of democracy on Bali Democracy Forum. #Diplomacy4PeaceandProsperity";0;0;0;0;0;0;0;0;0;0;0;0;last tahun indonesia has conducted several events including regional training for women peace and security asean women interfaith dialogue discussing the isu of women inclusivity and the state of democracy on bali democracy forum diplomacy for peace and prosperity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Last year, Indonesia has conducted several events including Regional Training for women, peace and security; ASEAN women interfaith dialogue; Discussing the issue of women, inclusivity and the state of democracy on Bali Democracy Forum. #Diplomacy4PeaceandProsperity";0;0;0;0;0;0;0;0;0;0;0;0;tahun lalu indonesia telah melakukan beberapa acara termasuk pelatihan regional untuk perdamaian dan keamanan perempuan dialog antaragama perempuan asean membahas isu inklusivitas perempuan dan keadaan demokrasi pada diplomasi forum demokrasi bali untuk perdamaian dan kesejahteraan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
614;No idea how can it be sooooo obvious. No transportation arrangement, forgot to provide meal, not playing fair. #Cheating #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;no ide how can it be jadi obvious no transportation arrangement forgot to provide meal not memainkan fair cheating shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;No idea how can it be sooooo obvious. No transportation arrangement, forgot to provide meal, not playing fair. #Cheating #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;tidak tahu bagaimana bisa jadi jelas tidak ada pengaturan transportasi lupa untuk menyediakan makanan tidak memainkan kecurangan  adil malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
629;"sometimes we (-Malaysian) need to learn new sports rules? is it?
#ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017";0;0;0;0;0;0;0;0;0;0;0;0;sometimes we malaysian need to learn new sports rules is it shame on you malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"sometimes we (-Malaysian) need to learn new sports rules? is it?
#ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017";0;0;0;0;0;0;0;0;0;0;0;0;kadang kadang kita orang malaysia perlu mempelajari aturan olahraga baru apakah itu memalukan bagi anda malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
642;That is the real democracy in Indonesia which has the largest Muslim population in the world, while here in Sudan the Muslim community regards themselves as if they are the only people who  exercise Islam better than others.  https://twitter.com/Kemlu_RI/status/1202421426302509056ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;that is the real democracy in indonesia which has the largest muslim population in the world ketika here in sudan the muslim community regards themselves as if they are the only people who exercise islam better tahan others ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;That is the real democracy in Indonesia which has the largest Muslim population in the world, while here in Sudan the Muslim community regards themselves as if they are the only people who  exercise Islam better than others.  https://twitter.com/Kemlu_RI/status/1202421426302509056ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;itulah demokrasi sesungguhnya di indonesia  memiliki populasi muslim terbesar di dunia kompilasi di sini di sudan komunitas muslim menganggap diri mereka seolah olah mereka adalah satu satunya orang  menjalankan islam lebih baik tahan orang lain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
646;"What do you think today? 19.45 pm Which national football team will win between Thailand and Malaysia?
Ã°ÂÂÂ¹Ã°ÂÂÂ­vsÃ°ÂÂÂ²Ã°ÂÂÂ¾ #shameonyoumalaysia";0;0;0;0;0;0;0;0;0;0;0;0;apa do you think today pm which nasional football tim will menang between thailand and malaysia lawan shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"What do you think today? 19.45 pm Which national football team will win between Thailand and Malaysia?
Ã°ÂÂÂ¹Ã°ÂÂÂ­vsÃ°ÂÂÂ²Ã°ÂÂÂ¾ #shameonyoumalaysia";0;0;0;0;0;0;0;0;0;0;0;0;apa  anda pikirkan hari ini pukul  tim nasional sepak bola akan menang antara thailand dan malaysia lawan malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
648;Yeaa... Malays doesn't have any brain LOL RT  USER: STUPID! CAN YOU STOP TWEETING #MalaysiaMiskinBudaya ?! DO YOU HAVE BRAIN?;1;1;0;1;0;0;0;0;1;0;1;0; malays does not have any brain  rt user bodoh can you stop tweeting malaysia miskin budaya do you have brain ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;Yeaa... Malays doesn't have any brain LOL RT  USER: STUPID! CAN YOU STOP TWEETING #MalaysiaMiskinBudaya ?! DO YOU HAVE BRAIN?;1;1;0;1;0;0;0;0;1;0;1;0; orang melayu tidak punya otak  rt pengguna bodoh bisakah kamu berhenti tweeting malaysia miskin budaya apakah kamu punya otak;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
652;Dewi Fortuna Anwar, among the best Indonesian IR scholars, writes on its Indo-Pacific policy. She cites my book, Indonesia Matters, that argues that its emerging power status rests on a Ã¢ÂÂvirtuous correlation among...democracy, development and stabilityÃ¢ÂÂ  https://watermark.silverchair.com/iiz223.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAlIwggJOBgkqhkiG9w0BBwagggI_MIICOwIBADCCAjQGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMwBnf4YWDP7Z7taTpAgEQgIICBbmNuxKc14mNywLrbNZcbzaXeNA5eJ8YqBzglvwngrmceDXpoBQ2E4OLmOziv41iZ1PESgZlQPxUYaLRdgR3h6Q0u68v3OPr7Juok7ERQO4-wdWru8jcP9VD0M5pgBasWA1rm-mPZ_cADhecZGTOvdNOBpPbkWrjbXI-c7XtVujSNhA64O35XFSa6hLRk8c6zIEhbDAEfhZLcaC4iPV8iqmq5RgNfXyTDD62AYzaWOvb-ujshL-RRBN0wCZvPAhS-Urse4UkRcOAOGBEpoYU7rmJIXGSqmqwOxfr1bGJxY8C1Lu7kJGE-2NGMZGOkx3viwxS1UGgNcUT3-NIXCkTHjIeJQHspcEwZnpej8zU_XsdGs6t7mHxyJ-q2_KuKGIjOqxHtdG4qi6iRFZonlUwF7a_04vvkYCV143MKDGuGMe85P-Gk_mwGKzwqC1MOm1tcBy2y8mHiRD1jaEfjEvcp7CKh9bTmEcHD4hU84c73cmtj7OgJWULoaNo1o-q9x7PSXI0C6hbinC3FAvxNqBTxo7jvzLkk27tnGOh1E4JWkduEcRALgbhcYpsmcdrGW8jR-77_6eP0EpOoTZyUIAmucvXEvP_Rm94v3egvDUC7APStPrvT9k_jmkvfigvgXGuHV0m31NZkB3lY1B1U_EuWMzBrqFCKOMZQJMymlyBelECziuC20AÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;dewi fortuna anwar among the best indonesian insinyur scholars writes on it is indonesia pacific policy she cites my book indonesia matters that argues that it is emerging power status rests on a virtuous correlation among democracy development and stability ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Dewi Fortuna Anwar, among the best Indonesian IR scholars, writes on its Indo-Pacific policy. She cites my book, Indonesia Matters, that argues that its emerging power status rests on a Ã¢ÂÂvirtuous correlation among...democracy, development and stabilityÃ¢ÂÂ  https://watermark.silverchair.com/iiz223.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAlIwggJOBgkqhkiG9w0BBwagggI_MIICOwIBADCCAjQGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMwBnf4YWDP7Z7taTpAgEQgIICBbmNuxKc14mNywLrbNZcbzaXeNA5eJ8YqBzglvwngrmceDXpoBQ2E4OLmOziv41iZ1PESgZlQPxUYaLRdgR3h6Q0u68v3OPr7Juok7ERQO4-wdWru8jcP9VD0M5pgBasWA1rm-mPZ_cADhecZGTOvdNOBpPbkWrjbXI-c7XtVujSNhA64O35XFSa6hLRk8c6zIEhbDAEfhZLcaC4iPV8iqmq5RgNfXyTDD62AYzaWOvb-ujshL-RRBN0wCZvPAhS-Urse4UkRcOAOGBEpoYU7rmJIXGSqmqwOxfr1bGJxY8C1Lu7kJGE-2NGMZGOkx3viwxS1UGgNcUT3-NIXCkTHjIeJQHspcEwZnpej8zU_XsdGs6t7mHxyJ-q2_KuKGIjOqxHtdG4qi6iRFZonlUwF7a_04vvkYCV143MKDGuGMe85P-Gk_mwGKzwqC1MOm1tcBy2y8mHiRD1jaEfjEvcp7CKh9bTmEcHD4hU84c73cmtj7OgJWULoaNo1o-q9x7PSXI0C6hbinC3FAvxNqBTxo7jvzLkk27tnGOh1E4JWkduEcRALgbhcYpsmcdrGW8jR-77_6eP0EpOoTZyUIAmucvXEvP_Rm94v3egvDUC7APStPrvT9k_jmkvfigvgXGuHV0m31NZkB3lY1B1U_EuWMzBrqFCKOMZQJMymlyBelECziuC20AÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;dewi fortuna anwar di antara para sarjana insinyur indonesia terbaik menulis tentang itu adalah kebijakan pasifik indonesia dia mengutip buku saya hal hal indonesia  berpendapat bahwa itu adalah status kekuasaan muncul terletak pada korelasi  baik antara pengembangan demokrasi dan stabilitas;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
655;Still don't believe yet until medical test at carrington.;0;0;0;0;0;0;0;0;0;0;0;0;still do not believe yet until medical tes at carrington ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Still don't believe yet until medical test at carrington.;0;0;0;0;0;0;0;0;0;0;0;0;masih belum percaya sampai tes medis di carrington;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
668;"Indonesia is a democracy in this days, but could you say that the military forces continue playing the role of a ""veto player"" in his politic? 
If Papua's problem beggins to increse, the democracy in Indonesia could be vulnerable?";0;0;0;0;0;0;0;0;0;0;0;0;indonesia is a democracy in this day but could you say that the military forces continue memainkan the role of a veto player in his politic if papua problem begging to increse the democracy in indonesia could be vulnerable ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Indonesia is a democracy in this days, but could you say that the military forces continue playing the role of a ""veto player"" in his politic? 
If Papua's problem beggins to increse, the democracy in Indonesia could be vulnerable?";0;0;0;0;0;0;0;0;0;0;0;0;indonesia adalah negara demokrasi pada hari ini tetapi dapatkah anda mengatakan bahwa pasukan militer terus memainkan peran sebagai pemain veto dalam politiknya jika masalah papua mengemis untuk meningkatkan demokrasi di indonesia bisa rentan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
676;"Shame on you Sir  USER!!! 
#GanyangMalaysia
#shameonyoumalaysia  https://twitter.com/SyedSaddiq/status/1197515697242308608ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;shame on you sir user ganyang malaysia shame on you malaysia ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"Shame on you Sir  USER!!! 
#GanyangMalaysia
#shameonyoumalaysia  https://twitter.com/SyedSaddiq/status/1197515697242308608ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;malu pada anda tuan pengguna ganyang malaysia malu pada anda malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
679;Finally we got a gold medal #Thailand #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;0;0;0;0;0;0;0;0;0;0;0;0;finally we got a gold medal thailand shame on you malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Finally we got a gold medal #Thailand #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;0;0;0;0;0;0;0;0;0;0;0;0;akhirnya kami mendapat medali emas thailand malu pada anda malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
692;we can see right thru em lol its cool;0;0;0;0;0;0;0;0;0;0;0;0;we can see right thru em  it is keren;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;we can see right thru em lol its cool;0;0;0;0;0;0;0;0;0;0;0;0;kita bisa melihat melalui em  itu keren;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
733;"for those who still mengolok olokan korea as a ""plastics"",  sorry brother you're cancelled. kampungan.";0;1;0;0;0;0;0;0;0;0;0;0;for those who still mengolok olokan korea as a plastics maaf brother you are cancelled kampungan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"for those who still mengolok olokan korea as a ""plastics"",  sorry brother you're cancelled. kampungan.";0;1;0;0;0;0;0;0;0;0;0;0;bagi  masih mengolok olokan korea sebagai saudara plastik maaf kamu dibatalkan kampungan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
744;I hope that he accepts his friends love and they embrace, very tightly !;0;0;0;0;0;0;0;0;0;0;0;0;i hope that he accepts his friends love and they embrace sangat tightly ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I hope that he accepts his friends love and they embrace, very tightly !;0;0;0;0;0;0;0;0;0;0;0;0;saya berharap dia menerima cinta teman temannya dan mereka merangkul dengan sangat erat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
761;RT  USER: Dear Malaysia, stop claiming Indonesia culture and be creative to create your own culture. #MalaysiaMiskinBudaya;1;0;0;1;0;0;0;0;1;0;1;0;rt user dear malaysia stop claiming indonesia culture and be creative to create your own culture malaysia miskin budaya;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;RT  USER: Dear Malaysia, stop claiming Indonesia culture and be creative to create your own culture. #MalaysiaMiskinBudaya;1;0;0;1;0;0;0;0;1;0;1;0;pengguna rt malaysia berhenti mengklaim budaya indonesia dan menjadi kreatif untuk membuat budaya malaysia sendiri miskin budaya anda;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
762;"Indonesia is a young democracy. There was a shock to the system in 1998 resulting in a ruleset reset until today. Not only does the system have to conform but so does the culture. This is one of the reasons that  USER has high hopes for #nadiemmakarim
 http://hyperurl.co/democratictransitionÃÂ Ã¢ÂÂ¦ pic.twitter.com/FKch8FolhK";0;0;0;0;0;0;0;0;0;0;0;0;indonesia is a young democracy there was a shock to the sistem in resulting in a ruleset reset until today not only does the sistem have to conform but so does the culture this is one of the reasons that user has high hopes for nadiem makarim ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Indonesia is a young democracy. There was a shock to the system in 1998 resulting in a ruleset reset until today. Not only does the system have to conform but so does the culture. This is one of the reasons that  USER has high hopes for #nadiemmakarim
 http://hyperurl.co/democratictransitionÃÂ Ã¢ÂÂ¦ pic.twitter.com/FKch8FolhK";0;0;0;0;0;0;0;0;0;0;0;0;indonesia adalah negara demokrasi muda ada kejutan pada sistem pada tahun  mengakibatkan pengaturan ulang aturan hingga saat ini tidak hanya sistem harus menyesuaikan tetapi juga budaya ini adalah salah satu alasan mengapa pengguna memiliki harapan tinggi untuk nadiem makarim;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
767;"im not talking about your shy side whenever im around and when we are having a little conversation in rl. i want to talk abt your tsundere side that always make me feel confused and yelled, ""anjing ini orang mau nya gimana""";0;1;0;0;0;0;0;0;0;0;0;0;i am not membicarakan about your shy side whenever i am around and when we are having a little conversation in rl i want to talk about your tsundere side that always make me feel confused and yelled anjing ini orang mau  bagaimana;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"im not talking about your shy side whenever im around and when we are having a little conversation in rl. i want to talk abt your tsundere side that always make me feel confused and yelled, ""anjing ini orang mau nya gimana""";0;1;0;0;0;0;0;0;0;0;0;0;saya tidak membicarakan sisi malu anda setiap kali saya ada dan ketika kami sedang berbicara sedikit di rl saya ingin berbicara tentang sisi tsundere anda  selalu membuat saya merasa bingung dan berteriak anjing ini orang mau mau mencoba;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
775;"Well i like it your response but who are your talking about ? HTI or FPI i'm  not a remember of both organisation, i""m muslim i""m trying to straighten to the isue of syariah Islam";0;0;0;0;0;0;0;0;0;0;0;0;well i like it your response but who are your membicarakan about hizbut tahrir indonesia orang front pembela islam i sama not a remember of both organisation i am muslim i am trying to straighten to the issue of syariat islam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Well i like it your response but who are your talking about ? HTI or FPI i'm  not a remember of both organisation, i""m muslim i""m trying to straighten to the isue of syariah Islam";0;0;0;0;0;0;0;0;0;0;0;0;baik saya suka tanggapan anda tetapi siapa  anda bicarakan tentang hizbut tahrir indonesia orang depan pembela islam saya sama tidak ingat kedua organisasi saya muslim saya mencoba untuk meluruskan ke masalah syariat islam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
